  1   31  266     0.7844  0.1225  -0.7844  -0.1223
  2  266  270     0.3609  -0.0719  -0.3608  0.0723
  3  266  271     0.2554  0.1471  -0.2535  -0.1124
  4  266  273     0.1681  0.0470  -0.1670  -0.0285
  5  270  292     0.3604  -0.0698  -0.3581  0.1236
  6  270  293     0.3024  0.2860  -0.3000  -0.2300
  7  270  294     0.2781  -0.0752  -0.2767  0.1089
  8  270  295    -0.5000  -0.1784  0.5000  0.2240
  9  270  296    -0.0800  -0.0350  0.0800  0.0415
 10  271  272     0.0914  0.0402  -0.0908  -0.0376
 11  271  268     0.0810  0.0361  -0.0801  -0.0321
 12  271  268     0.0810  0.0361  -0.0801  -0.0321
 13  273  267     0.0643  0.0072  -0.0640  -0.0054
 14  273  267     0.0643  0.0072  -0.0640  -0.0054
 15  267  274     0.0724  0.0256  -0.0721  -0.0252
 16  274  276     0.0091  0.0035  -0.0090  -0.0034
 17  274  275     0.0154  0.0061  -0.0153  -0.0053
 18  267  277     0.0136  0.0054  -0.0135  -0.0047
 19  276  278     0.0045  0.0017  -0.0045  -0.0016
 20  276  279     0.0045  0.0017  -0.0045  -0.0016
 21  272  297     0.0103  0.0039  -0.0102  -0.0035
 22  272  298     0.0102  0.0038  -0.0102  -0.0035
 23  272  268     0.0703  0.0300  -0.0700  -0.0285
 24  268  280     0.0187  0.0086  -0.0184  -0.0064
 25  268  281     0.0141  0.0061  -0.0139  -0.0048
 26  268  282     0.0193  0.0089  -0.0189  -0.0065
 27  268  291     0.0432  0.0158  -0.0431  -0.0157
 28  291  269     0.0431  0.0157  -0.0430  -0.0156
 29  269  288     0.0101  0.0038  -0.0101  -0.0035
 30  269  289     0.0082  0.0033  -0.0081  -0.0028
 31  269  290     0.0161  0.0057  -0.0160  -0.0052
 32  268  283     0.0155  0.0058  -0.0155  -0.0054
 33  268  284     0.0168  0.0071  -0.0166  -0.0058
 34  268  285     0.0305  0.0120  -0.0303  -0.0100
 35  268  286     0.0188  0.0075  -0.0186  -0.0064
 36  268  287     0.0262  0.0116  -0.0258  -0.0089
 37  273  299     0.0384  0.0142  -0.0380  -0.0125
 38  294  300     0.0119  0.0042  -0.0119  -0.0041
 39    1    5     4.0205  0.9698  -4.0044  -0.8727
 40    2    6     1.5869  0.3129  -1.5844  -0.2910
 41    2    8     3.6481  0.0960  -3.5735  0.1829
 42    3    7     2.6077  1.2416  -2.6077  -1.2164
 43    3   18     1.3901  0.0546  -1.3744  -0.0555
 44    3  129     0.9440  1.3369  -0.9413  -1.3180
 45    4   16     7.1068  -0.9380  -7.0115  0.6449
 46    5    9     1.1924  0.3135  -1.1836  -0.2893
 47    7   12     1.8020  -0.6631  -1.7983  0.6270
 48    7  110     0.4721  0.9738  -0.4709  -0.9792
 49    8   11     0.0169  0.1440  -0.0166  -0.1762
 50    8   14     2.9266  -0.3672  -2.8172  0.6383
 51    9   11     0.2236  -0.1407  -0.2232  0.1294
 52   11   13     1.5343  -0.0932  -1.5156  0.1545
 53   12   20     4.2037  0.9819  -4.1660  -0.8138
 54   13   19     0.9356  -0.2545  -0.9300  0.2705
 55   14   15     1.2172  -1.2383  -1.1766  1.2599
 56   15   31     0.1954  -0.0497  -0.1930  -0.0690
 57   15   74     0.1710  -0.0710  -0.1680  0.0411
 58   15   75     0.1315  -0.0361  -0.1300  -0.0089
 59   16   36     3.9970  -1.5058  -3.9657  0.4700
 60   18   20    -0.4571  0.4042  0.4579  -0.4314
 61   18   72     1.8315  -0.3486  -1.7852  0.4862
 62   19   21    -0.1512  0.2104  0.1523  -0.2230
 63   19   26     0.2431  0.0052  -0.2389  -0.0894
 64   20   23    -2.2738  -0.6556  2.2967  0.5755
 65   21   22    -0.9623  -0.0070  1.0109  0.0582
 66   22   24     1.2647  0.1202  -1.2368  -0.0824
 67   23  231     1.1678  -0.2820  -1.1580  0.2400
 68   24   25     0.7868  -0.0376  -0.7655  0.0448
 69   25   26     0.4608  0.0030  -0.4511  -0.0406
 70   25  232     0.0248  -0.1379  -0.0240  0.1260
 71   27   28    -1.2034  -0.2381  1.2034  0.3284
 72   27   32     0.8511  0.1850  -0.8493  -0.1898
 73   27   34     0.4773  -0.0002  -0.4760  -0.0145
 74   27   35    -0.6750  -0.0067  0.6780  -0.0020
 75   28   36    -1.2034  -0.3284  1.2048  0.2941
 76   29   60     0.4858  0.0055  -0.4828  0.0018
 77   29   63     1.1303  0.4028  -1.1213  -0.3835
 78   29   64    -0.4808  -0.1034  0.4833  0.1079
 79   30   73    -1.1353  -0.3731  1.1409  0.3673
 80   31   32     0.5050  -0.0940  -0.5030  0.0976
 81   31   34     0.3915  -0.1599  -0.3878  0.1636
 82   31   35    -0.4306  -0.1560  0.4326  0.1422
 83   31   43    -1.8762  0.1573  1.9343  0.0683
 84   31   74    -0.0182  -0.0582  0.0184  0.0240
 85   31   75    -0.0129  -0.0628  0.0131  0.0464
 86   32   35    -1.0471  -0.0127  1.0555  0.0307
 87   32   37     0.8494  -0.0751  -0.8271  0.0948
 88   33   36     5.0000  0.8000  -4.9859  -1.0948
 89   34   42     0.4037  0.0609  -0.3995  -0.0586
 90   35   36    -1.9312  -0.5210  1.9312  0.6306
 91   35   43    -0.6826  0.1717  0.7132  -0.1032
 92   35   44    -0.4124  0.1785  0.4185  -0.1989
 93   36   40     5.8156  -0.2999  -5.7536  -0.1382
